job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
129,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire management wire management salary,experience wire immediate wire management,wire wire immediate wire wire,1,1,1,Contract,Not Applicable,High School,Staffing,Admin,1
130,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience experience experience salary,experience salary salary experience management,salary experience salary logistics salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
131,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience wire experience logistics,wire management experience salary experience,experience salary salary experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
132,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience immediate experience,experience logistics management salary salary,experience salary experience experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
133,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate wire wire logistics immediate,wire experience immediate wire wire,immediate immediate immediate salary wire,1,1,0,Contract,Not Applicable,High School,Staffing,Admin,1
134,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary management experience logistics,management salary experience experience logistics,salary experience experience wire experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
135,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience management experience salary management,experience experience management salary salary,experience salary salary experience experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
136,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary experience salary immediate,experience experience experience management experience,salary experience salary salary experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
137,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management salary logistics salary experience,experience management immediate experience experience,logistics experience immediate logistics salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
138,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience salary experience experience,experience experience salary salary salary,management management logistics salary experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
139,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,immediate experience salary experience experience,management salary experience experience immediate,immediate salary logistics management salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
140,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience logistics logistics management,experience logistics experience logistics experience,logistics salary management management immediate,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
141,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience experience management,immediate experience salary experience experience,logistics logistics experience experience management,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
142,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience immediate management experience salary,experience management experience management management,salary salary experience wire management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
143,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary experience experience salary,logistics experience wire experience experience,management logistics salary logistics experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
144,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary management salary experience experience,experience wire logistics management logistics,salary experience experience management salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
145,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience management management logistics,salary salary salary salary experience,salary experience management experience management,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
146,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,management wire wire wire wire,wire wire immediate management salary,immediate immediate experience immediate immediate,1,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
147,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,immediate salary salary management logistics,logistics management salary experience experience,experience management management experience management,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
148,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience experience salary management,salary logistics experience salary experience,management salary salary management experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
149,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire wire logistics experience wire,wire wire wire wire immediate,immediate logistics immediate wire immediate,1,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
150,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience management management experience,experience salary experience salary experience,salary salary salary experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
151,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics salary management salary management,salary experience salary experience salary,logistics salary immediate experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
152,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics logistics salary salary experience,salary immediate salary wire logistics,management experience management experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
153,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire immediate wire immediate wire,immediate wire wire wire salary,logistics wire salary immediate immediate,1,1,1,Contract,Not Applicable,High School,Staffing,Admin,1
154,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience salary salary logistics,salary logistics salary management logistics,salary experience management experience management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
155,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience logistics management salary management,logistics immediate experience salary experience,salary logistics salary management logistics,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
156,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience management salary salary experience,experience experience wire salary logistics,experience management experience logistics salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
157,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary salary experience management,experience salary salary salary salary,experience experience management immediate salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
158,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary logistics management logistics salary,management experience experience logistics management,management management experience logistics logistics,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
159,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management experience logistics salary experience,experience logistics experience immediate experience,experience salary experience management experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
160,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary management logistics logistics experience,salary experience experience experience experience,management salary logistics experience salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
161,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary experience salary experience,salary wire logistics experience salary,salary experience immediate salary experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
162,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary management salary management,experience wire experience logistics logistics,management immediate experience experience logistics,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
163,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience salary management,experience salary experience management experience,experience salary management experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
